Unnamed: 0,month,year,state,average_temp,monthly_mean_from_1901_to_2000
36941,2,2014,New York,17.8,20.2
36942,2,2014,North Carolina,39.2,41.0
36943,2,2014,North Dakota,7.0,9.1
36944,2,2014,Ohio,21.6,27.9
36945,2,2014,Oklahoma,36.0,38.8
36946,2,2014,Oregon,36.0,32.2
36947,2,2014,Pennsylvania,21.2,25.9
36948,2,2014,Rhode Island,26.6,27.4
36949,2,2014,South Carolina,44.0,45.8
36950,2,2014,South Dakota,16.1,17.5
36951,2,2014,Tennessee,34.2,38.7
36952,2,2014,Texas,46.4,47.4
36953,2,2014,Utah,33.0,27.8
36954,2,2014,Vermont,15.6,15.9
36955,2,2014,Virginia,33.2,35.7
36956,2,2014,Washington,32.0,30.8
36957,2,2014,West Virginia,27.2,31.6
36958,2,2014,Wisconsin,6.6,14.4
36959,2,2014,Wyoming,21.6,20.3
36960,3,2014,Alabama,49.8,51.6
36961,3,2014,Arizona,52.0,47.1
36962,3,2014,Arkansas,42.6,47.1
36963,3,2014,California,51.6,47.0
36964,3,2014,Colorado,32.0,30.6
36965,3,2014,Connecticut,27.8,30.9
36966,3,2014,Delaware,36.8,38.6
36967,3,2014,Florida,63.2,61.8
36968,3,2014,Georgia,51.4,52.0
36969,3,2014,Idaho,32.1,29.5
36970,3,2014,Illinois,26.9,34.5
36971,3,2014,Indiana,28.0,34.4
36972,3,2014,Iowa,21.4,28.6
36973,3,2014,Kansas,34.2,38.0
36974,3,2014,Kentucky,37.4,41.0
36975,3,2014,Louisiana,52.6,55.7
36976,3,2014,Maine,16.9,20.4
36977,3,2014,Maryland,35.5,38.1
36978,3,2014,Massachusetts,26.6,29.6
36979,3,2014,Michigan,16.8,24.0
36980,3,2014,Minnesota,11.7,18.7
36981,3,2014,Mississippi,49.0,52.0
36982,3,2014,Missouri,33.0,38.7
36983,3,2014,Montana,22.0,25.3
36984,3,2014,Nebraska,28.1,31.3
36985,3,2014,Nevada,41.3,36.8
36986,3,2014,New Hampshire,19.8,23.6
36987,3,2014,New Jersey,32.4,34.9
36988,3,2014,New Mexico,44.0,40.7
36989,3,2014,New York,21.2,25.7
36990,3,2014,North Carolina,44.2,45.6
36991,3,2014,North Dakota,14.2,18.4
36992,3,2014,Ohio,28.5,33.7
36993,3,2014,Oklahoma,41.2,45.3
36994,3,2014,Oregon,38.6,36.3
36995,3,2014,Pennsylvania,26.6,31.2
36996,3,2014,Rhode Island,30.0,32.0
36997,3,2014,South Carolina,49.1,50.3
36998,3,2014,South Dakota,21.6,25.3
36999,3,2014,Tennessee,41.6,44.2
37000,3,2014,Texas,51.6,52.9
37001,3,2014,Utah,38.4,33.9
37002,3,2014,Vermont,17.6,21.9
37003,3,2014,Virginia,38.8,40.6
37004,3,2014,Washington,35.0,35.9
37005,3,2014,West Virginia,34.0,36.9
37006,3,2014,Wisconsin,14.4,22.4
37007,3,2014,Wyoming,26.2,25.7
37008,4,2014,Alabama,57.4,59.0
37009,4,2014,Arizona,56.5,53.1
37010,4,2014,Arkansas,53.0,55.8
37011,4,2014,California,55.6,51.4
37012,4,2014,Colorado,39.8,38.1
37013,4,2014,Connecticut,38.6,40.7
37014,4,2014,Delaware,46.2,47.3
37015,4,2014,Florida,67.0,66.6
37016,4,2014,Georgia,58.0,59.2
37017,4,2014,Idaho,38.9,36.8
37018,4,2014,Illinois,43.4,45.6
37019,4,2014,Indiana,43.2,45.0
37020,4,2014,Iowa,38.6,41.4
37021,4,2014,Kansas,47.3,47.9
37022,4,2014,Kentucky,49.4,50.2
37023,4,2014,Louisiana,60.2,62.6
37024,4,2014,Maine,28.4,32.1
37025,4,2014,Maryland,45.4,47.3
37026,4,2014,Massachusetts,37.5,39.4
37027,4,2014,Michigan,31.1,35.4
37028,4,2014,Minnesota,29.0,33.3
37029,4,2014,Mississippi,57.2,59.6
37030,4,2014,Missouri,47.3,49.1
37031,4,2014,Montana,35.2,35.0
37032,4,2014,Nebraska,41.8,41.7
37033,4,2014,Nevada,46.2,43.1
37034,4,2014,New Hampshire,31.6,34.8
37035,4,2014,New Jersey,42.8,44.3
37036,4,2014,New Mexico,49.2,47.5
37037,4,2014,New York,33.6,36.7
37038,4,2014,North Carolina,52.4,53.6
37039,4,2014,North Dakota,30.4,33.0
37040,4,2014,Ohio,42.5,43.8
37041,4,2014,Oklahoma,52.8,54.3
37042,4,2014,Oregon,43.8,41.1
37043,4,2014,Pennsylvania,39.0,41.3
37044,4,2014,Rhode Island,39.9,40.9
37045,4,2014,South Carolina,56.6,57.8
37046,4,2014,South Dakota,36.4,37.8
37047,4,2014,Tennessee,51.8,53.0
37048,4,2014,Texas,60.1,60.6
37049,4,2014,Utah,43.8,41.3
37050,4,2014,Vermont,29.6,33.6
37051,4,2014,Virginia,47.8,49.3
37052,4,2014,Washington,43.0,41.9
37053,4,2014,West Virginia,45.1,46.0
37054,4,2014,Wisconsin,30.6,35.5
37055,4,2014,Wyoming,36.0,34.0
37056,5,2014,Alabama,66.3,66.7
37057,5,2014,Arizona,63.0,60.9
37058,5,2014,Arkansas,63.8,64.5
37059,5,2014,California,61.2,57.4
37060,5,2014,Colorado,47.8,47.1
37061,5,2014,Connecticut,52.5,51.4
37062,5,2014,Delaware,58.9,57.1
37063,5,2014,Florida,73.2,72.1
37064,5,2014,Georgia,67.1,66.9
37065,5,2014,Idaho,46.6,45.1
37066,5,2014,Illinois,58.0,56.8
37067,5,2014,Indiana,57.6,55.9
37068,5,2014,Iowa,53.8,54.0
37069,5,2014,Kansas,59.4,58.5
37070,5,2014,Kentucky,61.8,59.9
37071,5,2014,Louisiana,68.6,69.8
37072,5,2014,Maine,45.2,44.4
37073,5,2014,Maryland,58.4,57.2
37074,5,2014,Massachusetts,51.6,50.3
37075,5,2014,Michigan,47.9,47.7
37076,5,2014,Minnesota,46.4,47.8
37077,5,2014,Mississippi,66.8,67.5
37078,5,2014,Missouri,60.2,59.4
37079,5,2014,Montana,46.0,45.4
37080,5,2014,Nebraska,53.4,53.0
37081,5,2014,Nevada,53.2,50.8
37082,5,2014,New Hampshire,47.8,46.7
37083,5,2014,New Jersey,56.2,54.6
37084,5,2014,New Mexico,56.2,55.8
37085,5,2014,New York,50.1,48.6
37086,5,2014,North Carolina,63.8,62.1
37087,5,2014,North Dakota,46.0,47.5
37088,5,2014,Ohio,56.6,54.7
37089,5,2014,Oklahoma,64.2,63.8
37090,5,2014,Oregon,49.6,47.3
37091,5,2014,Pennsylvania,53.4,52.3
37092,5,2014,Rhode Island,52.5,50.9
37093,5,2014,South Carolina,67.5,66.1
37094,5,2014,South Dakota,49.5,50.4
37095,5,2014,Tennessee,63.0,61.9
37096,5,2014,Texas,68.7,68.6
37097,5,2014,Utah,51.6,50.1
37098,5,2014,Vermont,47.0,46.0
37099,5,2014,Virginia,60.1,58.6
37100,5,2014,Washington,50.0,48.4
37101,5,2014,West Virginia,57.4,55.7
37102,5,2014,Wisconsin,47.5,48.6
37103,5,2014,Wyoming,44.8,43.6
37104,6,2014,Alabama,74.0,74.0
37105,6,2014,Arizona,72.2,69.7
37106,6,2014,Arkansas,72.4,72.6
37107,6,2014,California,68.2,64.4
37108,6,2014,Colorado,57.4,56.5
37109,6,2014,Connecticut,62.6,61.2
37110,6,2014,Delaware,68.9,66.5
37111,6,2014,Florida,78.2,77.3
37112,6,2014,Georgia,74.8,74.2
37113,6,2014,Idaho,54.2,53.0
37114,6,2014,Illinois,68.4,66.8
37115,6,2014,Indiana,67.8,66.0
37116,6,2014,Iowa,65.1,64.5
37117,6,2014,Kansas,69.1,68.3
37118,6,2014,Kentucky,70.1,68.5
37119,6,2014,Louisiana,75.8,76.6
37120,6,2014,Maine,56.6,55.1
37121,6,2014,Maryland,68.2,66.4
37122,6,2014,Massachusetts,61.6,60.1
37123,6,2014,Michigan,59.9,58.4
37124,6,2014,Minnesota,59.6,58.9
37125,6,2014,Mississippi,74.7,74.8
37126,6,2014,Missouri,69.5,68.6
37127,6,2014,Montana,53.8,54.3
37128,6,2014,Nebraska,63.3,63.3
37129,6,2014,Nevada,62.0,59.4
37130,6,2014,New Hampshire,58.4,57.1
37131,6,2014,New Jersey,66.3,64.2
37132,6,2014,New Mexico,66.2,64.6
37133,6,2014,New York,60.8,58.9
37134,6,2014,North Carolina,71.8,69.9
37135,6,2014,North Dakota,58.1,58.3
37136,6,2014,Ohio,66.2,64.5
37137,6,2014,Oklahoma,73.1,72.5
37138,6,2014,Oregon,55.7,53.8
37139,6,2014,Pennsylvania,63.3,61.8
37140,6,2014,Rhode Island,62.2,60.4
37141,6,2014,South Carolina,75.0,73.6
37142,6,2014,South Dakota,59.9,60.9
37143,6,2014,Tennessee,71.0,69.9
37144,6,2014,Texas,76.3,76.0
37145,6,2014,Utah,61.2,59.3
37146,6,2014,Vermont,58.1,56.6
37147,6,2014,Virginia,68.8,67.0
37148,6,2014,Washington,56.3,54.8
37149,6,2014,West Virginia,65.8,64.2
37150,6,2014,Wisconsin,60.8,59.3
37151,6,2014,Wyoming,53.2,53.0
37152,7,2014,Alabama,77.9,78.8
37153,7,2014,Arizona,79.6,77.1
37154,7,2014,Arkansas,76.0,78.4
37155,7,2014,California,75.2,71.5
37156,7,2014,Colorado,65.4,64.1
37157,7,2014,Connecticut,69.4,68.1
37158,7,2014,Delaware,74.3,73.1
37159,7,2014,Florida,81.0,80.2
37160,7,2014,Georgia,78.6,78.6
37161,7,2014,Idaho,63.0,60.9
37162,7,2014,Illinois,71.6,73.4
37163,7,2014,Indiana,70.8,72.4
37164,7,2014,Iowa,69.5,71.5
37165,7,2014,Kansas,74.5,76.1
37166,7,2014,Kentucky,73.4,74.5
37167,7,2014,Louisiana,79.9,80.8
37168,7,2014,Maine,64.4,62.6
37169,7,2014,Maryland,73.5,72.9
37170,7,2014,Massachusetts,68.6,67.1
37171,7,2014,Michigan,65.0,65.7
37172,7,2014,Minnesota,65.8,66.2
37173,7,2014,Mississippi,78.0,79.5
37174,7,2014,Missouri,73.1,75.3
37175,7,2014,Montana,62.0,61.9
37176,7,2014,Nebraska,69.6,71.4
37177,7,2014,Nevada,71.4,68.0
37178,7,2014,New Hampshire,65.4,64.1
37179,7,2014,New Jersey,72.4,71.1
37180,7,2014,New Mexico,73.3,70.9
37181,7,2014,New York,66.2,65.8
37182,7,2014,North Carolina,75.4,75.2
37183,7,2014,North Dakota,64.6,65.9
37184,7,2014,Ohio,70.0,70.9
37185,7,2014,Oklahoma,77.6,79.4
37186,7,2014,Oregon,64.0,60.9
37187,7,2014,Pennsylvania,68.4,68.2
37188,7,2014,Rhode Island,69.4,67.6
37189,7,2014,South Carolina,78.8,78.4
37190,7,2014,South Dakota,66.8,69.1
37191,7,2014,Tennessee,74.1,75.5
37192,7,2014,Texas,81.1,80.9
37193,7,2014,Utah,70.3,67.8
37194,7,2014,Vermont,64.6,63.5
37195,7,2014,Virginia,72.9,72.7
37196,7,2014,Washington,63.4,60.8
37197,7,2014,West Virginia,69.8,70.0
37198,7,2014,Wisconsin,66.2,66.6
37199,7,2014,Wyoming,61.4,61.4
37200,8,2014,Alabama,78.6,79.6
37201,8,2014,Arizona,78.9,78.7
37202,8,2014,Arkansas,77.0,79.8
37203,8,2014,California,76.6,74.2
37204,8,2014,Colorado,66.5,66.1
37205,8,2014,Connecticut,70.2,69.7
37206,8,2014,Delaware,74.2,74.6
37207,8,2014,Florida,82.4,81.1
37208,8,2014,Georgia,79.0,79.3
37209,8,2014,Idaho,66.6,64.4
37210,8,2014,Illinois,72.0,74.4
37211,8,2014,Indiana,70.8,73.5
37212,8,2014,Iowa,70.0,72.6
37213,8,2014,Kansas,76.9,78.1
37214,8,2014,Kentucky,73.8,75.5
37215,8,2014,Louisiana,80.6,81.7
37216,8,2014,Maine,65.8,64.2
37217,8,2014,Maryland,73.2,74.2
37218,8,2014,Massachusetts,69.2,68.6
37219,8,2014,Michigan,65.4,67.0
37220,8,2014,Minnesota,66.9,67.5
37221,8,2014,Mississippi,78.6,80.5
37222,8,2014,Missouri,74.6,76.8
37223,8,2014,Montana,66.2,64.9
37224,8,2014,Nebraska,71.7,73.4
37225,8,2014,Nevada,72.8,71.1
37226,8,2014,New Hampshire,65.9,65.2
37227,8,2014,New Jersey,72.4,72.5
37228,8,2014,New Mexico,72.4,71.8
37229,8,2014,New York,66.4,67.2
37230,8,2014,North Carolina,75.0,76.3
37231,8,2014,North Dakota,66.9,68.0
37232,8,2014,Ohio,70.2,71.9
37233,8,2014,Oklahoma,79.2,81.2
37234,8,2014,Oregon,68.3,64.3
37235,8,2014,Pennsylvania,68.0,69.4
37236,8,2014,Rhode Island,70.4,69.4
37237,8,2014,South Carolina,78.8,79.3
37238,8,2014,South Dakota,69.4,71.5
37239,8,2014,Tennessee,74.6,76.5
37240,8,2014,Texas,82.1,82.0
37241,8,2014,Utah,71.1,70.4
37242,8,2014,Vermont,64.9,64.7
37243,8,2014,Virginia,72.4,74.0
37244,8,2014,Washington,67.9,63.7
37245,8,2014,West Virginia,69.4,71.2
37246,8,2014,Wisconsin,66.5,67.7
37247,8,2014,Wyoming,64.4,64.3
37248,9,2014,Alabama,77.9,77.0
37249,9,2014,Arizona,75.4,75.0
37250,9,2014,Arkansas,75.6,76.0
37251,9,2014,California,73.6,71.2
37252,9,2014,Colorado,62.3,61.3
37253,9,2014,Connecticut,66.0,65.0
37254,9,2014,Delaware,70.8,70.5
37255,9,2014,Florida,81.3,80.1
37256,9,2014,Georgia,77.4,76.8
37257,9,2014,Idaho,60.7,59.1
37258,9,2014,Illinois,69.2,69.8
37259,9,2014,Indiana,68.2,69.0
37260,9,2014,Iowa,66.6,67.2
37261,9,2014,Kansas,73.2,72.9
37262,9,2014,Kentucky,71.6,71.7
37263,9,2014,Louisiana,79.7,79.4
37264,9,2014,Maine,60.4,59.0
37265,9,2014,Maryland,69.8,70.1
37266,9,2014,Massachusetts,64.8,64.0
37267,9,2014,Michigan,62.4,62.2
37268,9,2014,Minnesota,62.8,61.5
37269,9,2014,Mississippi,78.2,77.7
37270,9,2014,Missouri,71.8,72.1
37271,9,2014,Montana,60.0,59.0
37272,9,2014,Nebraska,67.6,67.6
37273,9,2014,Nevada,67.5,65.9
37274,9,2014,New Hampshire,60.9,60.3
37275,9,2014,New Jersey,68.9,68.3
37276,9,2014,New Mexico,68.5,67.7
37277,9,2014,New York,62.7,62.5
37278,9,2014,North Carolina,72.8,73.0
37279,9,2014,North Dakota,62.4,61.6
37280,9,2014,Ohio,67.5,67.7
37281,9,2014,Oklahoma,77.0,77.0
37282,9,2014,Oregon,63.7,60.6
37283,9,2014,Pennsylvania,64.7,65.0
37284,9,2014,Rhode Island,66.5,65.3
37285,9,2014,South Carolina,76.3,76.2
37286,9,2014,South Dakota,64.9,65.3
37287,9,2014,Tennessee,73.3,73.1
37288,9,2014,Texas,79.5,78.9
37289,9,2014,Utah,65.9,64.9
37290,9,2014,Vermont,60.4,59.7
37291,9,2014,Virginia,69.7,70.1
37292,9,2014,Washington,63.6,60.3
37293,9,2014,West Virginia,66.9,67.3
37294,9,2014,Wisconsin,62.6,62.2
37295,9,2014,Wyoming,59.2,58.5
37296,10,2014,Alabama,70.8,69.3
37297,10,2014,Arizona,69.6,66.6
37298,10,2014,Arkansas,68.2,67.4
37299,10,2014,California,68.3,64.0
37300,10,2014,Colorado,55.0,52.0
37301,10,2014,Connecticut,58.8,56.2
37302,10,2014,Delaware,64.2,61.8
37303,10,2014,Florida,76.2,75.7
37304,10,2014,Georgia,70.6,69.4
37305,10,2014,Idaho,53.0,49.4
37306,10,2014,Illinois,59.5,60.4
37307,10,2014,Indiana,58.9,59.8
37308,10,2014,Iowa,56.6,57.2
37309,10,2014,Kansas,63.6,62.6
37310,10,2014,Kentucky,62.9,62.8
37311,10,2014,Louisiana,73.6,72.4
37312,10,2014,Maine,52.4,49.5
37313,10,2014,Maryland,63.1,61.4
37314,10,2014,Massachusetts,57.8,55.2
37315,10,2014,Michigan,53.2,53.0
37316,10,2014,Minnesota,52.4,51.0
37317,10,2014,Mississippi,71.5,69.8
37318,10,2014,Missouri,62.4,62.6
37319,10,2014,Montana,51.5,48.5
37320,10,2014,Nebraska,58.0,56.8
37321,10,2014,Nevada,60.4,56.2
37322,10,2014,New Hampshire,53.8,51.2
37323,10,2014,New Jersey,62.0,59.5
37324,10,2014,New Mexico,62.0,59.3
37325,10,2014,New York,55.7,53.5
37326,10,2014,North Carolina,66.3,64.9
37327,10,2014,North Dakota,52.2,50.2
37328,10,2014,Ohio,58.6,58.6
37329,10,2014,Oklahoma,68.9,67.3
37330,10,2014,Oregon,56.8,52.6
37331,10,2014,Pennsylvania,57.8,56.2
37332,10,2014,Rhode Island,59.8,56.9
37333,10,2014,South Carolina,69.6,68.4
37334,10,2014,South Dakota,55.4,54.0
37335,10,2014,Tennessee,65.4,64.4
37336,10,2014,Texas,73.0,71.0
37337,10,2014,Utah,58.6,54.7
37338,10,2014,Vermont,53.4,50.6
37339,10,2014,Virginia,62.9,61.6
37340,10,2014,Washington,55.8,52.0
37341,10,2014,West Virginia,59.4,58.9
37342,10,2014,Wisconsin,52.1,52.4
37343,10,2014,Wyoming,51.4,48.1
37344,11,2014,Alabama,56.7,58.7
37345,11,2014,Arizona,58.3,55.1
37346,11,2014,Arkansas,54.3,55.8
37347,11,2014,California,58.8,54.6
37348,11,2014,Colorado,41.6,39.9
37349,11,2014,Connecticut,46.9,45.6
37350,11,2014,Delaware,52.0,51.0
37351,11,2014,Florida,66.9,68.3
37352,11,2014,Georgia,57.7,59.2
37353,11,2014,Idaho,39.8,37.9
37354,11,2014,Illinois,44.4,47.7
37355,11,2014,Indiana,44.7,47.5
37356,11,2014,Iowa,40.2,43.5
37357,11,2014,Kansas,48.7,49.3
37358,11,2014,Kentucky,48.7,51.1
37359,11,2014,Louisiana,61.0,62.4
37360,11,2014,Maine,40.2,38.3
37361,11,2014,Maryland,50.4,50.3
37362,11,2014,Massachusetts,46.0,44.6
37363,11,2014,Michigan,38.9,41.0
37364,11,2014,Minnesota,33.8,36.5
37365,11,2014,Mississippi,57.6,59.1
37366,11,2014,Missouri,47.8,50.3
37367,11,2014,Montana,36.6,36.4
37368,11,2014,Nebraska,42.7,43.3
37369,11,2014,Nevada,48.4,44.8
37370,11,2014,New Hampshire,41.8,40.0
37371,11,2014,New Jersey,49.5,48.6
37372,11,2014,New Mexico,49.9,48.1
37373,11,2014,New York,43.3,42.2
37374,11,2014,North Carolina,53.6,54.4
37375,11,2014,North Dakota,33.4,35.3
37376,11,2014,Ohio,45.0,46.8
37377,11,2014,Oklahoma,54.5,55.0
37378,11,2014,Oregon,45.6,42.9
37379,11,2014,Pennsylvania,44.8,44.9
37380,11,2014,Rhode Island,48.4,46.7
37381,11,2014,South Carolina,57.2,58.2
37382,11,2014,South Dakota,38.0,39.8
37383,11,2014,Tennessee,51.3,53.1
37384,11,2014,Texas,60.6,60.4
37385,11,2014,Utah,45.4,42.4
37386,11,2014,Vermont,41.3,39.2
37387,11,2014,Virginia,50.0,50.9
37388,11,2014,Washington,44.1,41.9
37389,11,2014,West Virginia,45.8,47.6
37390,11,2014,Wisconsin,35.6,39.1
37391,11,2014,Wyoming,37.2,35.8
37392,12,2014,Alabama,49.1,50.0
37393,12,2014,Arizona,48.0,45.3
37394,12,2014,Arkansas,44.4,45.7
37395,12,2014,California,50.0,46.4
37396,12,2014,Colorado,30.6,29.3
37397,12,2014,Connecticut,37.6,34.8
37398,12,2014,Delaware,42.8,40.9
37399,12,2014,Florida,61.5,61.5
37400,12,2014,Georgia,50.6,50.7
37401,12,2014,Idaho,30.1,27.8
37402,12,2014,Illinois,34.2,35.1
37403,12,2014,Indiana,35.1,35.7
37404,12,2014,Iowa,28.8,29.3
37405,12,2014,Kansas,36.6,36.8
37406,12,2014,Kentucky,39.8,40.8
37407,12,2014,Louisiana,53.4,54.2
37408,12,2014,Maine,28.9,25.5
37409,12,2014,Maryland,41.2,40.1
37410,12,2014,Massachusetts,36.8,33.7
37411,12,2014,Michigan,29.2,28.9
37412,12,2014,Minnesota,20.9,20.4
37413,12,2014,Mississippi,49.5,50.3
37414,12,2014,Missouri,37.2,38.2
37415,12,2014,Montana,25.2,25.1
37416,12,2014,Nebraska,30.1,30.6
37417,12,2014,Nevada,38.6,35.1
37418,12,2014,New Hampshire,31.2,27.9
37419,12,2014,New Jersey,40.4,38.1
37420,12,2014,New Mexico,40.0,38.2
37421,12,2014,New York,32.8,30.5
37422,12,2014,North Carolina,45.4,45.3
37423,12,2014,North Dakota,19.2,19.6
37424,12,2014,Ohio,36.0,35.6
37425,12,2014,Oklahoma,43.1,43.7
37426,12,2014,Oregon,37.1,34.7
37427,12,2014,Pennsylvania,35.4,34.2
37428,12,2014,Rhode Island,39.4,36.2
37429,12,2014,South Carolina,49.2,49.3
37430,12,2014,South Dakota,24.9,25.7
37431,12,2014,Tennessee,42.6,43.3
37432,12,2014,Texas,51.1,50.8
37433,12,2014,Utah,34.7,31.5
37434,12,2014,Vermont,30.2,26.8
37435,12,2014,Virginia,41.4,41.1
37436,12,2014,Washington,35.2,33.6
37437,12,2014,West Virginia,37.8,37.5
37438,12,2014,Wisconsin,24.7,24.9
37439,12,2014,Wyoming,26.1,24.8
37440,1,2015,Alabama,46.8,45.8
37441,1,2015,Arizona,44.7,41.1
37442,1,2015,Arkansas,41.2,40.4
37443,1,2015,California,47.7,42.7
37444,1,2015,Colorado,28.6,24.5
37445,1,2015,Connecticut,29.4,27.4
37446,1,2015,Delaware,36.6,34.8
37447,1,2015,Florida,60.2,58.2
37448,1,2015,Georgia,48.1,46.6
37449,1,2015,Idaho,28.9,23.0
37450,1,2015,Illinois,29.8,27.4
37451,1,2015,Indiana,30.0,28.5
37452,1,2015,Iowa,24.9,20.3
37453,1,2015,Kansas,33.4,30.2
37454,1,2015,Kentucky,36.0,35.0
37455,1,2015,Louisiana,50.4,50.1
37456,1,2015,Maine,18.8,15.9
37457,1,2015,Maryland,35.2,34.0
37458,1,2015,Massachusetts,28.2,26.1
37459,1,2015,Michigan,22.4,20.7
37460,1,2015,Minnesota,17.0,9.7
37461,1,2015,Mississippi,47.0,46.0
37462,1,2015,Missouri,34.0,31.3
37463,1,2015,Montana,24.8,18.7
37464,1,2015,Nebraska,27.6,23.7
37465,1,2015,Nevada,36.6,30.5
37466,1,2015,New Hampshire,21.6,19.4
37467,1,2015,New Jersey,33.3,31.3
37468,1,2015,New Mexico,36.6,34.0
37469,1,2015,New York,23.2,22.2
37470,1,2015,North Carolina,42.2,40.7
37471,1,2015,North Dakota,17.1,9.6
37472,1,2015,Ohio,29.8,28.6
37473,1,2015,Oklahoma,39.8,37.8
37474,1,2015,Oregon,37.0,31.0
37475,1,2015,Pennsylvania,28.2,27.1
37476,1,2015,Rhode Island,31.4,29.0
37477,1,2015,South Carolina,46.5,45.1
37478,1,2015,South Dakota,23.4,17.4
37479,1,2015,Tennessee,39.4,38.2
37480,1,2015,Texas,47.4,46.2
37481,1,2015,Utah,31.9,26.2
37482,1,2015,Vermont,19.6,17.8
37483,1,2015,Virginia,37.3,35.8
37484,1,2015,Washington,34.6,29.5
37485,1,2015,West Virginia,33.4,31.9
37486,1,2015,Wisconsin,19.7,15.3
37487,1,2015,Wyoming,25.2,19.5
37488,2,2015,Alabama,42.4,46.5
37489,2,2015,Arizona,48.6,42.7
37490,2,2015,Arkansas,37.4,41.2
37491,2,2015,California,50.9,43.8
37492,2,2015,Colorado,30.6,25.5
37493,2,2015,Connecticut,19.6,25.9
37494,2,2015,Delaware,29.2,33.8
37495,2,2015,Florida,57.6,58.6
37496,2,2015,Georgia,44.0,47.3
37497,2,2015,Idaho,32.0,24.3
37498,2,2015,Illinois,22.6,27.3
37499,2,2015,Indiana,22.3,28.0
37500,2,2015,Iowa,18.0,20.2
37501,2,2015,Kansas,31.6,31.1
37502,2,2015,Kentucky,29.2,35.0
37503,2,2015,Louisiana,47.4,50.9
37504,2,2015,Maine,8.4,14.0
37505,2,2015,Maryland,28.0,33.1
37506,2,2015,Massachusetts,18.2,24.6
37507,2,2015,Michigan,12.3,18.6
37508,2,2015,Minnesota,9.6,9.2
37509,2,2015,Mississippi,42.8,46.7
37510,2,2015,Missouri,28.7,31.6
37511,2,2015,Montana,25.8,19.0
37512,2,2015,Nebraska,26.6,24.4
37513,2,2015,Nevada,40.2,32.0
37514,2,2015,New Hampshire,11.4,17.9
37515,2,2015,New Jersey,25.1,30.1
37516,2,2015,New Mexico,38.5,35.7
37517,2,2015,New York,12.7,20.3
37518,2,2015,North Carolina,37.2,41.0
37519,2,2015,North Dakota,12.2,9.1
37520,2,2015,Ohio,20.8,27.9
37521,2,2015,Oklahoma,37.8,38.9
37522,2,2015,Oregon,39.9,32.2
37523,2,2015,Pennsylvania,19.3,25.9
37524,2,2015,Rhode Island,21.6,27.5
37525,2,2015,South Carolina,42.4,45.7
37526,2,2015,South Dakota,21.1,17.5
37527,2,2015,Tennessee,33.8,38.7
37528,2,2015,Texas,46.1,47.4
37529,2,2015,Utah,35.5,27.8
37530,2,2015,Vermont,8.8,15.9
37531,2,2015,Virginia,31.4,35.8
37532,2,2015,Washington,37.9,30.7
37533,2,2015,West Virginia,25.8,31.6
37534,2,2015,Wisconsin,11.4,14.4
37535,2,2015,Wyoming,27.0,20.3
37536,3,2015,Alabama,49.6,51.6
37537,3,2015,Arizona,54.2,47.1
37538,3,2015,Arkansas,42.9,47.2
37539,3,2015,California,55.0,47.0
37540,3,2015,Colorado,36.4,30.6
37541,3,2015,Connecticut,23.4,30.9
37542,3,2015,Delaware,33.2,38.6
37543,3,2015,Florida,63.0,61.7
37544,3,2015,Georgia,51.0,52.0
37545,3,2015,Idaho,38.0,29.5
37546,3,2015,Illinois,28.8,34.5
37547,3,2015,Indiana,28.2,34.4
37548,3,2015,Iowa,25.9,28.7
37549,3,2015,Kansas,39.0,38.0
37550,3,2015,Kentucky,35.4,40.9
37551,3,2015,Louisiana,54.0,55.7
37552,3,2015,Maine,13.4,20.4
37553,3,2015,Maryland,32.4,38.2
37554,3,2015,Massachusetts,22.0,29.7
37555,3,2015,Michigan,18.3,24.1
37556,3,2015,Minnesota,18.2,18.8
37557,3,2015,Mississippi,49.8,52.0
37558,3,2015,Missouri,35.4,38.7
37559,3,2015,Montana,33.2,25.4
37560,3,2015,Nebraska,34.5,31.3
37561,3,2015,Nevada,45.2,36.8
37562,3,2015,New Hampshire,16.0,23.7
37563,3,2015,New Jersey,29.1,34.9
37564,3,2015,New Mexico,44.5,40.6
37565,3,2015,New York,17.4,25.7
37566,3,2015,North Carolina,42.8,45.6
37567,3,2015,North Dakota,20.7,18.3
37568,3,2015,Ohio,26.6,33.7
37569,3,2015,Oklahoma,44.4,45.2
37570,3,2015,Oregon,43.7,36.2
37571,3,2015,Pennsylvania,23.8,31.1
37572,3,2015,Rhode Island,24.8,32.0
37573,3,2015,South Carolina,48.7,50.3
37574,3,2015,South Dakota,29.2,25.3
37575,3,2015,Tennessee,40.2,44.3
37576,3,2015,Texas,52.2,52.9
37577,3,2015,Utah,41.9,33.8
37578,3,2015,Vermont,13.8,21.9
37579,3,2015,Virginia,36.6,40.7
37580,3,2015,Washington,42.8,35.9
37581,3,2015,West Virginia,31.4,36.8
37582,3,2015,Wisconsin,19.2,22.4
37583,3,2015,Wyoming,33.0,25.6
37584,4,2015,Alabama,61.9,59.0
37585,4,2015,Arizona,57.4,53.2
37586,4,2015,Arkansas,56.1,55.9
37587,4,2015,California,56.8,51.4
37588,4,2015,Colorado,42.7,38.1
37589,4,2015,Connecticut,39.0,40.7
37590,4,2015,Delaware,47.1,47.4
37591,4,2015,Florida,72.3,66.6
37592,4,2015,Georgia,62.8,59.2
37593,4,2015,Idaho,41.6,36.8
