City,State,County
Mendon,vt,rutland
Addison,me,washington
Clark,sd,clark
Rome,me,kennebec
Sister Bay,wi,door
Taylorsville,ms,smith
Creighton,ne,knox
Langley,wa,island
Laupahoehoe,hi,hawaii
Lincolnville,sc,charleston
Lincolnville,sc,dorchester
Stevensville,mi,berrien
Wainaku,hi,hawaii
Yamhill,or,yamhill
Kempner,tx,lampasas
Port Orford,or,curry
Beaverton,mi,gladwin
Nelson,ga,cherokee
Nelson,ga,pickens
Norris City,il,white
Island City,or,union
Lincoln,mo,benton
Otterbein,in,benton
Otterbein,in,tippecanoe
Calverton Park,mo,st. louis
Malta,il,dekalb
Nicollet,mn,nicollet
Stromsburg,ne,polk
Thomas,ok,custer
Friendship,me,knox
Newburg,wi,washington
Newburg,wi,ozaukee
Resaca,ga,gordon
Shafer,mn,chisago
Tioga,tx,grayson
China Grove,tx,bexar
Concord,vt,essex
Okarche,ok,canadian
Okarche,ok,kingfisher
Archer,fl,alachua
Bayard,ne,morrill
Bronson,fl,levy
Brownville,me,piscataquis
Divernon,il,sangamon
Leilani Estates,hi,hawaii
Royalton,pa,dauphin
Tyler,mn,lincoln
Ash Flat,ar,sharp
Ash Flat,ar,fulton
Eustace,tx,henderson
Oolitic,in,lawrence
Fairfax,ok,osage
Louisville,il,clay
Lyndonville,vt,caledonia
Penobscot,me,hancock
Reeds Spring,mo,stone
Caledonia,ms,lowndes
Wetumka,ok,hughes
Dimondale,mi,eaton
Oquawka,il,henderson
Waterville,wa,douglas
Yarrow Point,wa,king
Aurora,or,marion
Blue Mound,il,macon
Caraway,ar,craighead
Villisca,ia,montgomery
Ballard,ut,uintah
Middleburgh,ny,schoharie
Gruver,tx,hansford
Guernsey,wy,platte
Sheffield,ia,franklin
Sophia,wv,raleigh
Culver,in,marshall
Glenville,wv,gilmer
Kemp,tx,kaufman
Stanberry,mo,gentry
Steuben,me,washington
Victoria,ks,ellis
Wayne,me,kennebec
Bull Valley,il,mchenry
Grand Meadow,mn,mower
Hildale,ut,washington
Sibley,la,webster
South Bristol,me,lincoln
Frankston,tx,anderson
Frankston,tx,henderson
Akron,in,fulton
Calmar,ia,winneshiek
Canton,me,oxford
Ellendale,nd,dickey
Elwood,ks,doniphan
Mount Hope,wv,fayette
Atwater,mn,kandiyohi
Bingham Farms,mi,oakland
East Bangor,pa,northampton
Wurtsboro,ny,sullivan
Lake Nebagamon,wi,douglas
Prospect,pa,butler
Strong,me,franklin
Albers,il,clinton
Camp Point,il,adams
Mantachie,ms,itawamba
Sterling City,tx,sterling
Carson City,mi,montcalm
Cloverport,ky,breckinridge
Double Springs,al,winston
Rio,wi,columbia
Cochranton,pa,crawford
Como,ms,panola
Georgetown,co,clear creek
Halifax,va,halifax
Lempster,nh,sullivan
Martinsville,il,clark
Altamont,tn,grundy
Amherst,wi,portage
Brodhead,ky,rockcastle
Cando,nd,towner
Dane,wi,dane
Hagaman,ny,montgomery
Kamiah,id,idaho
Kamiah,id,lewis
Aplington,ia,butler
Atwood,il,piatt
Atwood,il,douglas
Beulaville,nc,duplin
Elgin,mn,wabasha
Pender,ne,thurston
Sperry,ok,tulsa
Sperry,ok,osage
Sykesville,pa,jefferson
Wendover,ut,tooele
Glover,vt,orleans
Hebron,md,wicomico
Lake View,ia,sac
Rogers,tx,bell
Wanamingo,mn,goodhue
Christiana,pa,lancaster
Grabill,in,allen
Kenbridge,va,lunenburg
Spicer,mn,kandiyohi
Westfield,pa,tioga
Fairbank,ia,fayette
Fairbank,ia,buchanan
Harris,mn,chisago
Mantorville,mn,dodge
Third Lake,il,lake
Arnolds Park,ia,dickinson
Malvern,oh,carroll
Oskaloosa,ks,jefferson
Vardaman,ms,calhoun
Warrensburg,il,macon
Colchester,il,mcdonough
Fort Calhoun,ne,washington
Kingston,il,dekalb
Liberty Center,oh,henry
New Vienna,oh,clinton
Ore City,tx,upshur
Rehoboth Beach,de,sussex
South Corning,ny,steuben
Cherryfield,me,washington
Shelburn,in,sullivan
Fairland,ok,ottawa
Plains,mt,sanders
Tiki Island,tx,galveston
Rossville,ks,shawnee
Big Rock,il,kane
Chatom,al,washington
Cole Camp,mo,benton
Gettysburg,sd,potter
Lovell,me,oxford
Oak Grove Heights,ar,greene
Milford,pa,pike
Nassau,ny,rensselaer
Shinglehouse,pa,potter
Tonasket,wa,okanogan
Continental,oh,putnam
Greenback,tn,loudon
Hustisford,wi,dodge
Port Byron,ny,cayuga
Port Republic,nj,atlantic
Thompson,nd,grand forks
Boyceville,wi,dunn
Coventry,vt,orleans
Eden,tx,concho
Redkey,in,jay
Clear Lake,wi,polk
Rochester,vt,windsor
Central City,il,marion
Philadelphia,ny,jefferson
Ship Bottom,nj,ocean
Young Harris,ga,towns
Griggsville,il,pike
Pierce,co,weld
Albany,wi,green
Augusta,ky,bracken
Burnham,me,waldo
Newark,tx,wise
Newark,tx,tarrant
North Branch,mi,lapeer
Shrewsbury,vt,rutland
Worden,il,madison
Greenup,ky,greenup
Maysville,mo,dekalb
Monterey,ma,berkshire
Howland,me,penobscot
Ostrander,oh,delaware
Raleigh,ms,smith
Reading,mi,hillsdale
Strafford,vt,orange
Conrad,ia,grundy
Crivitz,wi,marinette
Knox,pa,clarion
Luck,wi,polk
Milesburg,pa,centre
Satanta,ks,haskell
Truman,mn,martin
Valley Falls,ks,jefferson
Woodsboro,md,frederick
Boley,ok,okfuskee
Panora,ia,guthrie
Brookneal,va,campbell
Mantua,ut,box elder
Okeene,ok,blaine
Bevil Oaks,tx,jefferson
Danvers,il,mclean
Speers,pa,washington
Burwell,ne,garfield
Cut and Shoot,tx,montgomery
Glasgow,mo,howard
Glasgow,mo,chariton
Glenmora,la,rapides
Ilwaco,wa,pacific
Maysville,ok,garvin
Maysville,ok,mcclain
Thornville,oh,perry
Conway Springs,ks,sumner
Hansen,id,twin falls
Velva,nd,mchenry
Concord,mi,jackson
Edinburg,il,christian
Mineral Springs,ar,howard
Salina,ok,mayes
Billings,mo,christian
Frankfort,oh,ross
Memphis,mi,st. clair
Memphis,mi,macomb
Naches,wa,yakima
Walnut Creek,nc,wayne
Franconia,nh,grafton
Sardinia,oh,highland
Sardinia,oh,brown
Bennet,ne,lancaster
Dortches,nc,nash
East Conemaugh,pa,cambria
Ellport,pa,lawrence
Lakeside City,tx,archer
Ladoga,in,montgomery
Morocco,in,newton
Canaan,ct,litchfield
Henderson,ne,york
Yemassee,sc,hampton
Yemassee,sc,beaufort
Marcus,ia,cherokee
Windsor,il,shelby
Jamaica Beach,tx,galveston
Plymouth,ca,amador
Bath,nh,grafton
George,ia,lyon
La Vernia,tx,wilson
LaCoste,tx,medina
Pine Island,tx,waller
Bessemer,pa,lawrence
Craig Beach,oh,mahoning
Mammoth,az,pinal
Strum,wi,trempealeau
Holland,tx,bell
Stillman Valley,il,ogle
Sweetser,in,grant
Union Springs,ny,cayuga
Bogata,tx,red river
Cobden,il,union
Dexter,nm,chaves
Haliimaile,hi,maui
Hettinger,nd,adams
Marcellus,mi,cass
Frederica,de,kent
French Settlement,la,livingston
Homer,il,champaign
Highlands,nc,macon
Highlands,nc,jackson
Cambridge,ne,furnas
Linton,nd,emmons
Markle,in,wells
Markle,in,huntington
Rockwell,ia,cerro gordo
Washington,ks,washington
Sidney,ia,fremont
South Waverly,pa,bradford
Cedar Bluff,va,tazewell
Celoron,ny,chautauqua
Elk Run Heights,ia,black hawk
Farmersburg,in,sullivan
Lovington,il,moultrie
Deer Trail,co,arapahoe
Goreville,il,johnson
Royalton,il,franklin
Prospect,oh,marion
Roslyn Harbor,ny,nassau
Ordway,co,crowley
South Shore,ky,greenup
Crosby,nd,divide
Eagle,ne,cass
Knox City,tx,knox
North English,ia,keokuk
North English,ia,iowa
Unadilla,ny,otsego
Dillon,co,summit
Ranchester,wy,sheridan
Paducah,tx,cottle
Riesel,tx,mclennan
Woodbine,ga,camden
Altamont,ks,labette
Holgate,oh,henry
Pamplico,sc,florence
Renovo,pa,clinton
Broxton,ga,coffee
Columbus,nc,polk
Riverside,ia,washington
Athens,wi,marathon
Greenfield,il,greene
Yale,ok,payne
Enigma,ga,berrien
Georgetown,me,sagadahoc
Greenwood,wi,clark
Little Valley,ny,cattaraugus
Nickerson,ks,reno
Sherburn,mn,martin
Mauna Loa Estates,hi,hawaii
Terrytown,ne,scotts bluff
Tyndall,sd,bon homme
De Smet,sd,kingsbury
Hughes,ar,st. francis
Lake Shore,mn,cass
Medley,fl,miami-dade
Stonington,me,hancock
Sunderland,vt,bennington
Iraan,tx,pecos
Mayo,fl,lafayette
Ruston,wa,pierce
Taylors Falls,mn,chisago
Yoe,pa,york
Mill Neck,ny,nassau
New Philadelphia,pa,schuylkill
Pennsboro,wv,ritchie
Shawneetown,il,gallatin
St George,ks,pottawatomie
Bellaire,mi,antrim
Loup City,ne,sherman
Mansfield,ar,scott
Mansfield,ar,sebastian
Clarks,la,caldwell
Frenchville,me,aroostook
Glasgow,va,rockbridge
Oakfield,wi,fond du lac
Town Creek,al,lawrence
Carrolltown,pa,cambria
Falls City,or,polk
Rockford,oh,mercer
La Cygne,ks,linn
Richfield Springs,ny,otsego
Banner Elk,nc,avery
Forest Park,ok,oklahoma
Fremont Hills,mo,christian
St Michaels,md,talbot
Andrews,in,huntington
Cottonwood,al,houston
Marshallville,ga,macon
Orange,vt,orange
Oxford,ks,sumner
Aurora,sd,brookings
Bear Creek,al,marion
Erie,ks,neosho
Malvern,ia,mills
Lindsay,tx,cooke
Osceola Mills,pa,clearfield
Chebanse,il,iroquois
Chebanse,il,kankakee
Alma,ne,harlan
Delevan,ny,cattaraugus
Harmony,mn,fillmore
Jefferson,nh,coos
Lake St Croix Beach,mn,washington
Brownington,vt,orleans
Sloan,ia,woodbury
Wooster,ar,faulkner
Forrest,il,livingston
Rossville,tn,fayette
Center Harbor,nh,belknap
Muldraugh,ky,meade
Muldraugh,ky,hardin
Stamford,ny,delaware
Buffalo,ok,harper
Clarence,ia,cedar
Cool Valley,mo,st. louis
Grant,al,marshall
Hamlin,wv,lincoln
Rosendale,wi,fond du lac
Dunlap,ia,harrison
Dunlap,ia,crawford
Littleville,al,colbert
Ivey,ga,wilkinson
Lyndon,ks,osage
Plains,ks,meade
Turtle Lake,wi,barron
Turtle Lake,wi,polk
Bolivar,wv,jefferson
Craig,ak,prince of wales-hyder
Falls Creek,pa,clearfield
Falls Creek,pa,jefferson
Lucama,nc,wilson
Morton,wa,lewis
Elkhorn City,ky,pike
Occoquan,va,prince william
Occoquan,va,fairfax
Slaughter,la,east feliciana
Tuscarawas,oh,tuscarawas
Apache,ok,caddo
Barnsdall,ok,osage
Hesperia,mi,oceana
Hesperia,mi,newaygo
Janesville,ia,bremer
Janesville,ia,black hawk
Killen,al,lauderdale
Marion,tx,guadalupe
Shelton,ne,buffalo
Thomasboro,il,champaign
Edisto Beach,sc,colleton
Minturn,co,eagle
Winfield,ia,henry
Winter Park,co,grand
Appleton City,mo,st. clair
Bloomingburg,ny,sullivan
Lily Lake,il,kane
Snead,al,blount
Sundance,wy,crook
Treynor,ia,pottawattamie
Washburn,il,woodford
Washburn,il,marshall
Washington,vt,orange
Clay,ky,webster
Purdy,mo,barry
Urbancrest,oh,franklin
Wister,ok,le flore
Genesee,id,latah
Gilcrest,co,weld
Hemphill,tx,sabine
Weeping Water,ne,cass
Jackson,nh,carroll
Millington,mi,tuscola
Alto,tx,cherokee
Beach Haven,nj,ocean
Colbert,ok,bryan
Eden Valley,mn,meeker
Eden Valley,mn,stearns
New Franklin,mo,howard
Robert Lee,tx,coke
Ashley,in,steuben
Ashley,in,dekalb
Garland,me,penobscot
Maricopa,ca,kern
Milledgeville,il,carroll
Tunica,ms,tunica
Caldwell,ks,sumner
Franklin,id,franklin
Payson,il,adams
Belle Vernon,pa,fayette
Lakeview,mi,montcalm
Carrollton,al,pickens
Dryden,mi,lapeer
Hawesville,ky,hancock
Abbottstown,pa,adams
Charleston,vt,orleans
Clermont,ga,hall
Yoncalla,or,douglas
Camargo,ky,montgomery
Chapmanville,wv,logan
Mechanicsville,ia,cedar
Montville,me,waldo
New Cumberland,wv,hancock
Parkers Prairie,mn,otter tail
Danville,oh,knox
Kellyville,ok,creek
Browning,mt,glacier
Troy,me,waldo
Caddo,ok,bryan
Hill,nh,merrimack
Luttrell,tn,union
Rose Valley,pa,delaware
Dickeyville,wi,grant
Iva,sc,anderson
Palouse,wa,whitman
Plummer,id,benewah
Wittenberg,wi,shawano
Country Club Hills,mo,st. louis
Hebron Estates,ky,bullitt
La Monte,mo,pettis
Lake Linden,mi,houghton
Lake Quivira,ks,wyandotte
Lake Quivira,ks,johnson
Lawrenceville,va,brunswick
Morgantown,in,morgan
Petersburg,tx,hale
Santa Anna,tx,coleman
Tabor,ia,mills
Tabor,ia,fremont
Bannockburn,il,lake
Dunbar,pa,fayette
Magnolia,oh,carroll
Magnolia,oh,stark
Nahunta,ga,brantley
Convoy,oh,van wert
Edina,mo,knox
Hector,mn,renville
Seelyville,in,vigo
Tivoli,ny,dutchess
Independence,va,grayson
Bolivar,ny,allegany
Brooks,me,waldo
Flanagan,il,livingston
Millport,al,lamar
West Cape May,nj,cape may
Arnaudville,la,st. landry
Arnaudville,la,st. martin
Clarkton,mo,dunklin
Donald,or,marion
Luckey,oh,wood
Plandome Heights,ny,nassau
Wanatah,in,laporte
Dale,pa,cambria
Gaston,nc,northampton
Lake George,ny,warren
Los Indios,tx,cameron
Rio Vista,tx,johnson
Buffalo City,wi,buffalo
Princeton,mo,mercer
Camp Hill,al,tallapoosa
Stover,mo,morgan
Whitehall,mt,jefferson
Bird Island,mn,renville
Califon,nj,hunterdon
Cascade,id,valley
Chevy Chase View,md,montgomery
Grand Isle,la,jefferson
Jamaica,vt,windham
Kibler,ar,crawford
North Topsail Beach,nc,onslow
Overbrook,ks,osage
Beavertown,pa,snyder
Dexter,ny,jefferson
Meeker,ok,lincoln
Mound City,mo,holt
Watterson Park,ky,jefferson
Wolcottville,in,lagrange
Wolcottville,in,noble
North Enid,ok,garfield
Odell,il,livingston
Arapahoe,ne,furnas
Auxvasse,mo,callaway
Bradford,tn,gibson
Elsinboro,nj,salem
Green Lake,wi,green lake
Lonaconing,md,allegany
Mantua,oh,portage
Sugar Notch,pa,luzerne
Bolivar,oh,tuscarawas
Erick,ok,beckham
New Castle,nh,rockingham
Sedan,ks,chautauqua
West Siloam Springs,ok,delaware
Scobey,mt,daniels
Branchville,sc,orangeburg
Central City,pa,somerset
Marlinton,wv,pocahontas
North Webster,in,kosciusko
Wellsville,mo,montgomery
Houston,mn,houston
Linden,tn,perry
Littleton,me,aroostook
Morrisonville,il,christian
Rhodhiss,nc,burke
Rhodhiss,nc,caldwell
Rush Springs,ok,grady
Belfield,nd,stark
Colfax,il,mclean
Garrett Park,md,montgomery
Hiram,oh,portage
Honalo,hi,hawaii
Lowellville,oh,mahoning
Mount Ida,ar,montgomery
New Braintree,ma,worcester
South Pekin,il,tazewell
Edwards,ms,hinds
Fort Gaines,ga,clay
Oglethorpe,ga,macon
Sardis,ga,burke
Seadrift,tx,calhoun
Adair Village,or,benton
Geary,ok,canadian
Geary,ok,blaine
Glenwillow,oh,cuyahoga
Griswold,ia,cass
Lilbourn,mo,new madrid
Odebolt,ia,sac
Sumner,me,oxford
Wayne City,il,wayne
Yachats,or,lincoln
Northville,ny,fulton
Solomon,ks,saline
Solomon,ks,dickinson
Barnard,vt,windsor
Elton,la,jefferson davis
Phil Campbell,al,franklin
Republic,wa,ferry
St Paul,tx,collin
Steele,al,st. clair
Tilden,ne,madison
Tilden,ne,antelope
Twisp,wa,okanogan
Audubon Park,nj,camden
Baxter Estates,ny,nassau
Holiday Lakes,tx,brazoria
Northfield,ky,jefferson
Obion,tn,obion
Watkins,mn,meeker
Caliente,nv,lincoln
Galeton,pa,potter
Greene,ia,butler
Greene,ia,floyd
Greenwood,de,sussex
Leicester,vt,addison
Wakeman,oh,huron
Belmont,wi,lafayette
Choudrant,la,lincoln
Saddle Rock,ny,nassau
Sandisfield,ma,berkshire
Summitville,in,madison
Tenaha,tx,shelby
Timpson,tx,shelby
Alamance,nc,alamance
Fairlee,vt,orange
McCullom Lake,il,mchenry
Onsted,mi,lenawee
Fredericksburg,ia,chickasaw
New Hope,tn,marion
Scanlon,mn,carlton
Winchester,oh,adams
Bloomfield,ne,knox
East Gull Lake,mn,cass
Elk Mound,wi,dunn
Wamac,il,washington
Wamac,il,marion
Wamac,il,clinton
Aurora,ut,sevier
Groton,vt,caledonia
Harrisville,nh,cheshire
Keewatin,mn,itasca
Moreauville,la,avoyelles
Cooperstown,nd,griggs
New Salem,ma,franklin
Wurtland,ky,greenup
Highland,ar,sharp
Hulmeville,pa,bucks
Northwood,nd,grand forks
Parrish,al,walker
Paullina,ia,o'brien
Alexandria,tn,dekalb
Beach,nd,golden valley
Flint Hill,mo,st. charles
Haxtun,co,phillips
Hiawassee,ga,towns
Roscommon,mi,roscommon
Goodland,in,newton
Rosiclare,il,hardin
Wortham,tx,freestone
Burgin,ky,mercer
Elm Creek,ne,buffalo
Mazon,il,grundy
Goshen,ut,utah
Metolius,or,jefferson
Millersport,oh,fairfield
New Bethlehem,pa,clarion
Russell Gardens,ny,nassau
Solon,me,somerset
Southmayd,tx,grayson
Foreman,ar,little river
Jeffersonville,ga,twiggs
Maud,tx,bowie
Nortonville,ky,hopkins
West Brownsville,pa,washington
Albany,vt,orleans
Belmont,me,waldo
Gorman,tx,eastland
Lakeport,tx,gregg
Millville,pa,columbia
Prentiss,ms,jefferson davis
Alderson,wv,greenbrier
Alderson,wv,monroe
Farmersville,oh,montgomery
Hagerman,nm,chaves
Montezuma,ks,gray
Aynor,sc,horry
Benson,vt,rutland
Energy,il,williamson
Wenona,il,marshall
Wenona,il,lasalle
Brunswick,nc,columbus
New Salem,nd,morton
Newark,il,kendall
Seaman,oh,adams
Andover,oh,ashtabula
Carrizozo,nm,lincoln
Grand Coulee,wa,grant
Laurel,ne,cedar
McGraw,ny,cortland
Shady Point,ok,le flore
Bradner,oh,wood
Burlingame,ks,osage
Morrill,me,waldo
Paradise,ut,cache
Piedmont,sd,meade
Pleak,tx,fort bend
Alto,ga,habersham
Alto,ga,banks
Castile,ny,wyoming
Cherokee,al,colbert
Eddyville,ia,monroe
Eddyville,ia,wapello
Eddyville,ia,mahaska
Logan,nm,quay
Nashwauk,mn,itasca
Palo Alto,pa,schuylkill
Williamsport,oh,pickaway
Glandorf,oh,putnam
Otisville,ny,orange
Anna Maria,fl,manatee
Aurelia,ia,cherokee
Drexel,mo,bates
Drexel,mo,cass
Grantsville,md,garrett
Hagerman,id,gooding
Lansing,ia,allamakee
Yorkville,oh,jefferson
Yorkville,oh,belmont
Ashton,il,lee
Fyffe,al,dekalb
Lumber City,ga,telfair
Merryville,la,beauregard
Rison,ar,cleveland
Allison,ia,butler
Baudette,mn,lake of the woods
Ottoville,oh,putnam
Poseyville,in,posey
Walker,mn,cass
Atkinson,il,henry
La Conner,wa,skagit
Monongah,wv,marion
Sheldon,il,iroquois
Lawrence,mi,van buren
Lorenzo,tx,crosby
Rapids City,il,rock island
Sunflower,ms,sunflower
Troy,ks,doniphan
Wayland,ia,henry
Worcester,vt,washington
Anita,ia,cass
Exeter,me,penobscot
Fruitland,ia,muscatine
Highlandville,mo,christian
Norman Park,ga,colquitt
Tunnel Hill,ga,whitfield
Willards,md,wicomico
Athens,wv,mercer
Baxter,ia,jasper
Calvert,tx,robertson
Fort Lawn,sc,chester
Halsey,or,linn
Harrington,me,washington
Jonestown,ms,coahoma
Linesville,pa,crawford
Machiasport,me,washington
Red Cloud,ne,webster
Walton,in,cass
West Pelzer,sc,anderson
Biwabik,mn,st. louis
Bloomfield,ky,nelson
Golden Beach,fl,miami-dade
Kenmare,nd,ward
Shellsburg,ia,benton
Cattaraugus,ny,cattaraugus
Central Lake,mi,antrim
Dighton,ks,lane
Goshen,ma,hampshire
Henderson,mn,sibley
Kingfield,me,franklin
Liverpool,pa,perry
St Paul,in,shelby
St Paul,in,decatur
Stem,nc,granville
Waynetown,in,montgomery
Whitney Point,ny,broome
Chauncey,oh,athens
Hagan,ga,evans
Stafford,ks,stafford
Hilltop,mn,anoka
New London,tx,rusk
Spiceland,in,henry
Derma,ms,calhoun
Le Roy,mn,mower
Millersburg,in,elkhart
Electric City,wa,grant
Linn Valley,ks,linn
Ray City,ga,berrien
Scio,or,linn
Texico,nm,curry
Walden,vt,caledonia
Harlowton,mt,wheatland
Ivyland,pa,bucks
White Sulphur Springs,mt,meagher
Bethany Beach,de,sussex
Friend,ne,saline
Gulf Stream,fl,palm beach
Lynn,in,randolph
North Randall,oh,cuyahoga
South Fork,pa,cambria
Underwood,ia,pottawattamie
Athens,me,somerset
Bray,ok,stephens
Buhl,mn,st. louis
Cayuga,in,vermillion
Gowrie,ia,webster
Grant,mi,newaygo
Valders,wi,manitowoc
Vass,nc,moore
West Point,ky,hardin
Chevak,ak,kusilvak
Goodwell,ok,texas
Gore,ok,sequoyah
Harvard,ne,clay
Leland,il,lasalle
Franklin,ga,heard
Nauvoo,il,hancock
Roslyn,wa,kittitas
Winona,mo,shannon
Wolcott,in,white
Ashton,id,fremont
Morrice,mi,shiawassee
Morristown,mn,rice
Parshall,nd,mountrail
Preston,ia,jackson
Raymond,il,montgomery
Spring City,ut,sanpete
Altoona,al,blount
Altoona,al,etowah
Blue Mounds,wi,dane
Blue Mountain,ms,tippah
Carlton,mn,carlton
Garden Plain,ks,sedgwick
Milltown,wi,polk
Linneus,me,aroostook
Manassa,co,conejos
Orlinda,tn,robertson
Winfield,tn,scott
Woodlawn Park,ky,jefferson
Benton,wi,lafayette
Chico,tx,wise
Martins Additions,md,montgomery
Moorcroft,wy,crook
New Knoxville,oh,auglaize
Red Lick,tx,bowie
Richland,mi,kalamazoo
Au Gres,mi,arenac
Coahoma,tx,howard
Ellsworth,pa,washington
Lynnview,ky,jefferson
Stoneboro,pa,mercer
Mustang Ridge,tx,caldwell
Mustang Ridge,tx,bastrop
Mustang Ridge,tx,travis
Benton,ks,butler
Lawton,ia,woodbury
Lexington,mi,sanilac
Loma Linda,mo,newton
Mentone,in,kosciusko
New London,mo,ralls
Harmony,pa,butler
Hill Country Village,tx,bexar
Jamestown,in,boone
Jamestown,in,hendricks
Luxora,ar,mississippi
Rimersburg,pa,clarion
Andale,ks,sedgwick
Butler,oh,richland
Elkhart Lake,wi,sheboygan
Franklin,ne,franklin
Grantwood Village,mo,st. louis
Kootenai,id,bonner
Mount Crested Butte,co,gunnison
Tolar,tx,hood
Atwood,tn,carroll
Beach City,oh,stark
Cooleemee,nc,davie
Sudan,tx,lamb
Brook,in,newton
Killdeer,nd,dunn
Laurie,mo,morgan
Laurie,mo,camden
Maypearl,tx,ellis
North Hero,vt,grand isle
Shiocton,wi,outagamie
Buchanan,ga,haralson
Martin,sd,bennett
Riley,ks,riley
Ames,tx,liberty
Peabody,ks,marion
Waddington,ny,st. lawrence
Athens,mi,calhoun
Goodfield,il,tazewell
Goodfield,il,woodford
Keosauqua,ia,van buren
London,ar,pope
Omaha,tx,morris
Union Bridge,md,carroll
Brooksville,me,hancock
Dresser,wi,polk
Hinton,ia,plymouth
Lanesville,in,harrison
Odin,il,marion
Rib Lake,wi,taylor
Sharon,tn,weakley
Waterloo,ne,douglas
Balsam Lake,wi,polk
East Prospect,pa,york
Liberty,me,waldo
Morrill,ne,scotts bluff
Oakland,or,douglas
Ola,ar,yell
Pleasantville,oh,fairfield
Rolling Hills,ky,jefferson
Bronte,tx,coke
Clarkson,ky,grayson
Dalton,nh,coos
Dixon,ky,webster
Waelder,tx,gonzales
Goldsboro,pa,york
Lake Park,ga,lowndes
Lincoln,pa,allegheny
Medford,ok,grant
Mounds,ok,creek
Hoonah,ak,hoonah-angoon
Monroe,me,waldo
Naples,ny,ontario
Springer,nm,colfax
Bay Head,nj,ocean
Brownville,ny,jefferson
Elsie,mi,clinton
Hillburn,ny,rockland
Tom Bean,tx,grayson
Astoria,il,fulton
Chetopa,ks,labette
Crocker,mo,pulaski
Hamel,il,madison
Mammoth Spring,ar,fulton
Quinter,ks,gove
Uniontown,ky,union
Blue Rapids,ks,marshall
Clarkston,mi,oakland
Inwood,ia,lyon
Ipswich,sd,edmunds
Mansfield,il,piatt
Meigs,ga,thomas
Meigs,ga,mitchell
Newark Valley,ny,tioga
Pierceton,in,kosciusko
Woodbury,vt,washington
Woodville,ms,wilkinson
Addyston,oh,hamilton
Danville,ia,des moines
Hi Nella,nj,camden
Hydro,ok,blaine
Hydro,ok,caddo
Worthing,sd,lincoln
Larchwood,ia,lyon
Reynolds,ga,taylor
Grand Rapids,oh,wood
Poncha Springs,co,chaffee
Smithfield,me,somerset
Talihina,ok,le flore
Waynesburg,oh,stark
Alexandria Bay,ny,jefferson
Far Hills,nj,somerset
Galena,oh,delaware
Gwinner,nd,sargent
Midway,pa,washington
Necedah,wi,juneau
Pahoa,hi,hawaii
Plainfield,wi,waushara
Pleasant Hill,il,pike
Wendell,ma,franklin
Westphalia,mi,clinton
Beckemeyer,il,clinton
Clint,tx,el paso
Daisetta,tx,liberty
Princeton,ia,scott
Hideout,ut,wasatch
Mayville,mi,tuscola
Ryland Heights,ky,kenton
Southwest City,mo,mcdonald
Bradbury,ca,los angeles
Elbridge,ny,onondaga
Hankinson,nd,richland
Holden Beach,nc,brunswick
Montezuma,in,parke
Waleska,ga,cherokee
West Point,ia,lee
Bellefonte,ky,greenup
Gainesboro,tn,jackson
Grace,id,caribou
Hopedale,oh,harrison
Horatio,ar,sevier
Norlina,nc,warren
Pickens,ms,holmes
Richton,ms,perry
Ceresco,ne,saunders
Grandfield,ok,tillman
Kenesaw,ne,adams
Lobelville,tn,perry
Stockertown,pa,northampton
Bristol,fl,liberty
Carthage,in,rush
Centerville,sd,turner
Delta Junction,ak,southeast fairbanks
Groveton,tx,trinity
Neola,ia,pottawattamie
Swayzee,in,grant
White Deer,tx,carson
Albany,oh,athens
Chama,nm,rio arriba
Ennis,mt,madison
Chicora,pa,butler
Daniel,ut,wasatch
Dierks,ar,howard
Geneva on the Lake,oh,ashtabula
Lee,me,penobscot
Mexico Beach,fl,bay
Miner,mo,mississippi
Miner,mo,scott
Owen,wi,clark
Pomfret,vt,windsor
Schoharie,ny,schoharie
Winnebago,ne,thurston
Arlington,sd,brookings
Arlington,sd,kingsbury
Brooksville,ms,noxubee
De Soto,ia,dallas
Lewisville,ar,lafayette
North Perry,oh,lake
Quinby,sc,florence
Wink,tx,winkler
Hollywood,al,jackson
New Waverly,tx,walker
Notasulga,al,lee
Notasulga,al,macon
Sunman,in,ripley
Swisher,ia,johnson
Argenta,il,macon
Log Lane Village,co,morgan
Sutton,vt,caledonia
Marine,il,madison
Middlesex,nc,nash
Pasadena Hills,mo,st. louis
Dubois,wy,fremont
Gifford,il,champaign
Leesburg,al,cherokee
Pine River,mn,cass
Ramsey,il,fayette
Fordoche,la,pointe coupee
Geraldine,al,dekalb
Mahinahina,hi,maui
Newport,de,new castle
Bellemeade,ky,jefferson
Deer River,mn,itasca
Edgewood,ia,clayton
Edgewood,ia,delaware
Osceola,mo,st. clair
Bradenton Beach,fl,manatee
Clayton,in,hendricks
Dubach,la,lincoln
Hancock,ny,delaware
Woodbury,ga,meriwether
Anton,tx,hockley
Humansville,mo,polk
Ponca,ne,dixon
Sturgeon,mo,boone
Vaiden,ms,carroll
Windsor,ny,broome
Hallock,mn,kittson
Jasper,mo,jasper
Newell,ia,buena vista
Paint,pa,somerset
Percy,il,randolph
Timberlane,il,boone
Westlake,fl,palm beach
Bernville,pa,berks
Centerville,tx,leon
Le Grand,ia,marshall
Le Grand,ia,tama
Coker,al,tuscaloosa
Garysburg,nc,northampton
Iron Ridge,wi,dodge
