City,State,County
Hagerman,NM,chaves
Montezuma,KS,gray
Aynor,SC,horry
Benson,VT,rutland
Energy,IL,williamson
Wenona,IL,marshall
Wenona,IL,lasalle
Brunswick,NC,columbus
New Salem,ND,morton
Newark,IL,kendall
Seaman,OH,adams
Andover,OH,ashtabula
Carrizozo,NM,lincoln
Grand Coulee,WA,grant
Laurel,NE,cedar
McGraw,NY,cortland
Shady Point,OK,le flore
Bradner,OH,wood
Burlingame,KS,osage
Morrill,ME,waldo
Paradise,UT,cache
Piedmont,SD,meade
Pleak,TX,fort bend
Alto,GA,habersham
Alto,GA,banks
Castile,NY,wyoming
Cherokee,AL,colbert
Eddyville,IA,monroe
Eddyville,IA,wapello
Eddyville,IA,mahaska
Logan,NM,quay
Nashwauk,MN,itasca
Palo Alto,PA,schuylkill
Williamsport,OH,pickaway
Glandorf,OH,putnam
Otisville,NY,orange
Anna Maria,FL,manatee
Aurelia,IA,cherokee
Drexel,MO,bates
Drexel,MO,cass
Grantsville,MD,garrett
Hagerman,ID,gooding
Lansing,IA,allamakee
Yorkville,OH,jefferson
Yorkville,OH,belmont
Ashton,IL,lee
Fyffe,AL,dekalb
Lumber City,GA,telfair
Merryville,LA,beauregard
Rison,AR,cleveland
Allison,IA,butler
Baudette,MN,lake of the woods
Ottoville,OH,putnam
Poseyville,IN,posey
Walker,MN,cass
Atkinson,IL,henry
La Conner,WA,skagit
Monongah,WV,marion
Sheldon,IL,iroquois
Lawrence,MI,van buren
Lorenzo,TX,crosby
Rapids City,IL,rock island
Sunflower,MS,sunflower
Troy,KS,doniphan
Wayland,IA,henry
Worcester,VT,washington
Anita,IA,cass
Exeter,ME,penobscot
Fruitland,IA,muscatine
Highlandville,MO,christian
Norman Park,GA,colquitt
Tunnel Hill,GA,whitfield
Willards,MD,wicomico
Athens,WV,mercer
Baxter,IA,jasper
Calvert,TX,robertson
Fort Lawn,SC,chester
Halsey,OR,linn
Harrington,ME,washington
Jonestown,MS,coahoma
Linesville,PA,crawford
Machiasport,ME,washington
Red Cloud,NE,webster
Walton,IN,cass
West Pelzer,SC,anderson
Biwabik,MN,st. louis
Bloomfield,KY,nelson
Golden Beach,FL,miami-dade
Kenmare,ND,ward
Shellsburg,IA,benton
Cattaraugus,NY,cattaraugus
Central Lake,MI,antrim
Dighton,KS,lane
Goshen,MA,hampshire
Henderson,MN,sibley
Kingfield,ME,franklin
Liverpool,PA,perry
St Paul,IN,shelby
St Paul,IN,decatur
Stem,NC,granville
Waynetown,IN,montgomery
Whitney Point,NY,broome
Chauncey,OH,athens
Hagan,GA,evans
Stafford,KS,stafford
Hilltop,MN,anoka
New London,TX,rusk
Spiceland,IN,henry
Derma,MS,calhoun
Le Roy,MN,mower
Millersburg,IN,elkhart
Electric City,WA,grant
Linn Valley,KS,linn
Ray City,GA,berrien
Scio,OR,linn
Texico,NM,curry
Walden,VT,caledonia
Harlowton,MT,wheatland
Ivyland,PA,bucks
White Sulphur Springs,MT,meagher
Bethany Beach,DE,sussex
Friend,NE,saline
Gulf Stream,FL,palm beach
Lynn,IN,randolph
North Randall,OH,cuyahoga
South Fork,PA,cambria
Underwood,IA,pottawattamie
Athens,ME,somerset
Bray,OK,stephens
Buhl,MN,st. louis
Cayuga,IN,vermillion
Gowrie,IA,webster
Grant,MI,newaygo
Valders,WI,manitowoc
Vass,NC,moore
West Point,KY,hardin
Chevak,AK,kusilvak
Goodwell,OK,texas
Gore,OK,sequoyah
Harvard,NE,clay
Leland,IL,lasalle
Franklin,GA,heard
Nauvoo,IL,hancock
Roslyn,WA,kittitas
Winona,MO,shannon
Wolcott,IN,white
Ashton,ID,fremont
Morrice,MI,shiawassee
Morristown,MN,rice
Parshall,ND,mountrail
Preston,IA,jackson
Raymond,IL,montgomery
Spring City,UT,sanpete
Altoona,AL,blount
Altoona,AL,etowah
Blue Mounds,WI,dane
Blue Mountain,MS,tippah
Carlton,MN,carlton
Garden Plain,KS,sedgwick
Milltown,WI,polk
Linneus,ME,aroostook
Manassa,CO,conejos
Orlinda,TN,robertson
Winfield,TN,scott
Woodlawn Park,KY,jefferson
Benton,WI,lafayette
Chico,TX,wise
Martins Additions,MD,montgomery
Moorcroft,WY,crook
New Knoxville,OH,auglaize
Red Lick,TX,bowie
Richland,MI,kalamazoo
Au Gres,MI,arenac
Coahoma,TX,howard
Ellsworth,PA,washington
Lynnview,KY,jefferson
Stoneboro,PA,mercer
Mustang Ridge,TX,caldwell
Mustang Ridge,TX,bastrop
Mustang Ridge,TX,travis
Benton,KS,butler
Lawton,IA,woodbury
Lexington,MI,sanilac
Loma Linda,MO,newton
Mentone,IN,kosciusko
New London,MO,ralls
Harmony,PA,butler
Hill Country Village,TX,bexar
Jamestown,IN,boone
Jamestown,IN,hendricks
Luxora,AR,mississippi
Rimersburg,PA,clarion
Andale,KS,sedgwick
Butler,OH,richland
Elkhart Lake,WI,sheboygan
Franklin,NE,franklin
Grantwood Village,MO,st. louis
Kootenai,ID,bonner
Mount Crested Butte,CO,gunnison
Tolar,TX,hood
Atwood,TN,carroll
Beach City,OH,stark
Cooleemee,NC,davie
Sudan,TX,lamb
Brook,IN,newton
Killdeer,ND,dunn
Laurie,MO,morgan
Laurie,MO,camden
Maypearl,TX,ellis
North Hero,VT,grand isle
Shiocton,WI,outagamie
Buchanan,GA,haralson
Martin,SD,bennett
Riley,KS,riley
Ames,TX,liberty
Peabody,KS,marion
Waddington,NY,st. lawrence
Athens,MI,calhoun
Goodfield,IL,tazewell
Goodfield,IL,woodford
Keosauqua,IA,van buren
London,AR,pope
Omaha,TX,morris
Union Bridge,MD,carroll
Brooksville,ME,hancock
Dresser,WI,polk
Hinton,IA,plymouth
Lanesville,IN,harrison
Odin,IL,marion
Rib Lake,WI,taylor
Sharon,TN,weakley
Waterloo,NE,douglas
Balsam Lake,WI,polk
East Prospect,PA,york
Liberty,ME,waldo
Morrill,NE,scotts bluff
Oakland,OR,douglas
Ola,AR,yell
Pleasantville,OH,fairfield
Rolling Hills,KY,jefferson
Bronte,TX,coke
Clarkson,KY,grayson
Dalton,NH,coos
Dixon,KY,webster
Waelder,TX,gonzales
Goldsboro,PA,york
Lake Park,GA,lowndes
Lincoln,PA,allegheny
Medford,OK,grant
Mounds,OK,creek
Hoonah,AK,hoonah-angoon
Monroe,ME,waldo
Naples,NY,ontario
Springer,NM,colfax
Bay Head,NJ,ocean
Brownville,NY,jefferson
Elsie,MI,clinton
Hillburn,NY,rockland
Tom Bean,TX,grayson
Astoria,IL,fulton
Chetopa,KS,labette
Crocker,MO,pulaski
Hamel,IL,madison
Mammoth Spring,AR,fulton
Quinter,KS,gove
Uniontown,KY,union
Blue Rapids,KS,marshall
Clarkston,MI,oakland
Inwood,IA,lyon
Ipswich,SD,edmunds
Mansfield,IL,piatt
Meigs,GA,thomas
Meigs,GA,mitchell
Newark Valley,NY,tioga
Pierceton,IN,kosciusko
Woodbury,VT,washington
Woodville,MS,wilkinson
Addyston,OH,hamilton
Danville,IA,des moines
Hi Nella,NJ,camden
Hydro,OK,blaine
Hydro,OK,caddo
Worthing,SD,lincoln
Larchwood,IA,lyon
Reynolds,GA,taylor
Grand Rapids,OH,wood
Poncha Springs,CO,chaffee
Smithfield,ME,somerset
Talihina,OK,le flore
Waynesburg,OH,stark
Alexandria Bay,NY,jefferson
Far Hills,NJ,somerset
Galena,OH,delaware
Gwinner,ND,sargent
Midway,PA,washington
Necedah,WI,juneau
Pahoa,HI,hawaii
Plainfield,WI,waushara
Pleasant Hill,IL,pike
Wendell,MA,franklin
Westphalia,MI,clinton
Beckemeyer,IL,clinton
Clint,TX,el paso
Daisetta,TX,liberty
Princeton,IA,scott
Hideout,UT,wasatch
Mayville,MI,tuscola
Ryland Heights,KY,kenton
Southwest City,MO,mcdonald
Bradbury,CA,los angeles
Elbridge,NY,onondaga
Hankinson,ND,richland
Holden Beach,NC,brunswick
Montezuma,IN,parke
Waleska,GA,cherokee
West Point,IA,lee
Bellefonte,KY,greenup
Gainesboro,TN,jackson
Grace,ID,caribou
Hopedale,OH,harrison
Horatio,AR,sevier
Norlina,NC,warren
Pickens,MS,holmes
Richton,MS,perry
Ceresco,NE,saunders
Grandfield,OK,tillman
Kenesaw,NE,adams
Lobelville,TN,perry
Stockertown,PA,northampton
Bristol,FL,liberty
Carthage,IN,rush
Centerville,SD,turner
Delta Junction,AK,southeast fairbanks
Groveton,TX,trinity
Neola,IA,pottawattamie
Swayzee,IN,grant
White Deer,TX,carson
Albany,OH,athens
Chama,NM,rio arriba
Ennis,MT,madison
Chicora,PA,butler
Daniel,UT,wasatch
Dierks,AR,howard
Geneva on the Lake,OH,ashtabula
Lee,ME,penobscot
Mexico Beach,FL,bay
Miner,MO,mississippi
Miner,MO,scott
Owen,WI,clark
Pomfret,VT,windsor
Schoharie,NY,schoharie
Winnebago,NE,thurston
Arlington,SD,brookings
Arlington,SD,kingsbury
Brooksville,MS,noxubee
De Soto,IA,dallas
Lewisville,AR,lafayette
North Perry,OH,lake
Quinby,SC,florence
Wink,TX,winkler
Hollywood,AL,jackson
New Waverly,TX,walker
Notasulga,AL,lee
Notasulga,AL,macon
Sunman,IN,ripley
Swisher,IA,johnson
Argenta,IL,macon
Log Lane Village,CO,morgan
Sutton,VT,caledonia
Marine,IL,madison
Middlesex,NC,nash
Pasadena Hills,MO,st. louis
Dubois,WY,fremont
Gifford,IL,champaign
Leesburg,AL,cherokee
Pine River,MN,cass
Ramsey,IL,fayette
Fordoche,LA,pointe coupee
Geraldine,AL,dekalb
Mahinahina,HI,maui
Newport,DE,new castle
Bellemeade,KY,jefferson
Deer River,MN,itasca
Edgewood,IA,clayton
Edgewood,IA,delaware
Osceola,MO,st. clair
Bradenton Beach,FL,manatee
Clayton,IN,hendricks
Dubach,LA,lincoln
Hancock,NY,delaware
Woodbury,GA,meriwether
Anton,TX,hockley
Humansville,MO,polk
Ponca,NE,dixon
Sturgeon,MO,boone
Vaiden,MS,carroll
Windsor,NY,broome
Hallock,MN,kittson
Jasper,MO,jasper
Newell,IA,buena vista
Paint,PA,somerset
Percy,IL,randolph
Timberlane,IL,boone
Westlake,FL,palm beach
Bernville,PA,berks
Centerville,TX,leon
Le Grand,IA,marshall
Le Grand,IA,tama
Coker,AL,tuscaloosa
Garysburg,NC,northampton
Iron Ridge,WI,dodge
Krotz Springs,LA,st. landry
Mountain City,GA,rabun
Trumbauersville,PA,bucks
Tully,NY,onondaga
Wheatfield,IN,jasper
Beloit,OH,mahoning
Bridgewater,VT,windsor
Highland,KS,doniphan
Millerton,NY,dutchess
Poquott,NY,suffolk
Baldwin,MI,lake
Challis,ID,custer
Embden,ME,somerset
Kiowa,KS,barber
Tulelake,CA,siskiyou
Deerfield,MI,lenawee
Earth,TX,lamb
Ecru,MS,pontotoc
Montreat,NC,buncombe
New Berlin,NY,chenango
Oil City,LA,caddo
Powell,AL,dekalb
Avonmore,PA,westmoreland
Deal,NJ,monmouth
Craigsville,VA,augusta
Cross Plains,TX,callahan
East Mountain,TX,upshur
East Mountain,TX,gregg
Collinwood,TN,wayne
Ouray,CO,ouray
Palmyra,IN,harrison
Phillips,ME,franklin
Upton,WY,weston
Beaver Meadows,PA,carbon
Bentleyville,OH,cuyahoga
Gloster,MS,amite
Keota,IA,keokuk
Woodsburgh,NY,nassau
Canaan,VT,essex
Fairview,MT,richland
Franklin Grove,IL,lee
Friars Point,MS,coahoma
Friendsville,TN,blount
Kekoskee,WI,dodge
Odessa,WA,lincoln
Primghar,IA,o'brien
Mount Olive,MS,covington
Wilbur,WA,lincoln
Export,PA,westmoreland
Genoa,NE,nance
Rich Square,NC,northampton
South Hampton,NH,rockingham
Longport,NJ,atlantic
Old Field,NY,suffolk
Plain Dealing,LA,bossier
Pringle,PA,luzerne
Walhalla,ND,pembina
Arp,TX,smith
Goshen,KY,oldham
Marathon,NY,cortland
Portville,NY,cattaraugus
Roseville,IL,warren
Runge,TX,karnes
Centuria,WI,polk
Lumpkin,GA,stewart
Maringouin,LA,iberville
Oreana,IL,macon
Andover,NY,allegany
Dasher,GA,lowndes
Dieterich,IL,effingham
Hamburg,IA,fremont
McAdenville,NC,gaston
Norwood Court,MO,st. louis
Onaway,MI,presque isle
Pentwater,MI,oceana
Sylvan Beach,NY,oneida
Troy,ID,latah
Bowmanstown,PA,carbon
Fort Sumner,NM,de baca
Kindred,ND,cass
McClure,PA,snyder
Oak Creek,CO,routt
Boyce,LA,rapides
Calico Rock,AR,izard
Lake Waukomis,MO,platte
Morgan,MN,redwood
Pineland,TX,sabine
Campti,LA,natchitoches
Crawford,TX,mclennan
Lowell,VT,orleans
Cotter,AR,baxter
Elmore,VT,lamoille
Ferguson,KY,pulaski
Homeland,GA,charlton
Huntland,TN,franklin
Newellton,LA,tensas
Wyanet,IL,bureau
Detroit,ME,somerset
Dolores,CO,montezuma
Donnellson,IA,lee
Lebo,KS,coffey
Monroe,IN,adams
Oilton,OK,creek
Pond Creek,OK,grant
Rowland,NC,robeson
Valley Springs,SD,minnehaha
Annawan,IL,henry
Annawan,IL,bureau
Bechtelsville,PA,berks
Eden,WI,fond du lac
Mountainair,NM,torrance
New Castle,KY,henry
Pomona,KS,franklin
Brandon,WI,fond du lac
Elkhart,IA,polk
Grand Ridge,FL,jackson
Enderlin,ND,cass
Enderlin,ND,ransom
Mendon,MI,st. joseph
Patten,ME,penobscot
St Jo,TX,montague
Sully,IA,jasper
Velda Village Hills,MO,st. louis
Farwell,MI,clare
Oriental,NC,pamlico
Roseland,LA,tangipahoa
Arco,ID,butte
Lakeville,IN,st. joseph
Lilly,PA,cambria
Randolph,NE,cedar
Sanford,CO,conejos
Stonewall,MS,clarke
Vega,TX,oldham
Whitewood,SD,lawrence
Bloomingburg,OH,fayette
Clay City,IN,clay
Bear River City,UT,box elder
Blue River,CO,summit
De Kalb,MS,kemper
Deckerville,MI,sanilac
Pound,VA,wise
Rupert,WV,greenbrier
Scotts Hill,TN,decatur
Scotts Hill,TN,henderson
Newhall,IA,benton
Armstrong,IA,emmet
Baroda,MI,berrien
Belmont,WV,pleasants
Brownsville,KY,edmonson
Grundy,VA,buchanan
Hotchkiss,CO,delta
Miles,TX,runnels
Osceola,NE,polk
Otego,NY,otsego
Silver Lake,IN,kosciusko
Victor,IA,iowa
Victor,IA,poweshiek
Afton,IA,union
Highland,WI,iowa
Mazeppa,MN,wabasha
Poca,WV,putnam
Rocksprings,TX,edwards
Attica,OH,seneca
New Washington,OH,crawford
Puxico,MO,stoddard
Bowman,GA,elbert
Hill City,SD,pennington
Jonesville,VA,lee
La Center,KY,ballard
Mendon,IL,adams
Henning,TN,lauderdale
Rutledge,GA,morgan
Saegertown,PA,crawford
Dagsboro,DE,sussex
Langdon Place,KY,jefferson
Hart,TX,castro
Ringling,OK,jefferson
Vanceboro,NC,craven
Viola,IL,mercer
Wardsboro,VT,windham
Burnsville,MS,tishomingo
Inverness,MS,sunflower
Leonville,LA,st. landry
Plantersville,MS,lee
Arendtsville,PA,adams
Bloomville,OH,seneca
Council,ID,adams
Dibble,OK,mcclain
Maud,OK,pottawatomie
Maud,OK,seminole
Ocean Isle Beach,NC,brunswick
Benton,MO,scott
Bingham,ME,somerset
Glasford,IL,peoria
Mason,WV,mason
Silver Lake,MN,mcleod
St Paul,VA,wise
St Paul,VA,russell
Arcadia Lakes,SC,richland
Marblehead,OH,ottawa
Pawnee City,NE,pawnee
Pembroke,KY,christian
Saugatuck,MI,allegan
Albany,IL,whiteside
Augusta,MI,kalamazoo
Ellerbe,NC,richmond
Fairchilds,TX,fort bend
Leeds,UT,washington
Monroe,NH,grafton
Tipton,OK,tillman
Wishek,ND,mcintosh
Birchwood Village,MN,washington
Hancock,MN,stevens
Hanover,IL,jo daviess
Hills,IA,johnson
Hyndman,PA,bedford
Loch Lloyd,MO,cass
Quinton,OK,pittsburg
Shabbona,IL,dekalb
Spur,TX,dickens
Sutton,WV,braxton
La Veta,CO,huerfano
Lamar,SC,darlington
Levan,UT,juab
Temple,OK,cotton
Burrton,KS,harvey
Cameron,WV,marshall
Marbleton,WY,sublette
Shellman,GA,randolph
Stamford,VT,bennington
West Concord,MN,dodge
Carpendale,WV,mineral
Dorris,CA,siskiyou
Edmundson,MO,st. louis
Hubbard,IA,hardin
Trinidad,TX,henderson
Utica,IN,clark
Evarts,KY,harlan
Maxwell,IA,story
McLouth,KS,jefferson
Wilson,KS,ellsworth
Bremond,TX,robertson
Glendale,OR,douglas
Mount Jewett,PA,mckean
Richmondville,NY,schoharie
Wakefield,KS,clay
Battle Lake,MN,otter tail
Belwood,NC,cleveland
Blooming Grove,TX,navarro
Buffalo Center,IA,winnebago
Hooper,NE,dodge
Humphrey,NE,platte
Sewickley Heights,PA,allegheny
Baconton,GA,mitchell
Belmont,NY,allegany
Texhoma,OK,texas
Apple Valley,UT,washington
Marvell,AR,phillips
Clendenin,WV,kanawha
Henning,MN,otter tail
Moulton,TX,lavaca
Roseland,IN,st. joseph
Acworth,NH,sullivan
Bow Mar,CO,jefferson
Bow Mar,CO,arapahoe
Redwater,TX,bowie
Truesdale,MO,warren
Wells,TX,cherokee
Clarkfield,MN,yellow medicine
Francesville,IN,pulaski
Funkstown,MD,washington
Ignacio,CO,la plata
Jonesville,SC,union
Perry,KS,jefferson
Anacoco,LA,vernon
Baltic,OH,tuscarawas
Baltic,OH,holmes
Baltic,OH,coshocton
Cottonwood Falls,KS,chase
Gobles,MI,van buren
Holly Pond,AL,cullman
Ridgway,IL,gallatin
Warrenton,NC,warren
Cashion,OK,logan
Cashion,OK,kingfisher
Glenwood,GA,wheeler
Madisonville,LA,st. tammany
Seiling,OK,dewey
Tuscola,TX,taylor
Dorchester,WI,clark
Dorchester,WI,marathon
Marion,SD,turner
Cottondale,FL,jackson
Fincastle,KY,jefferson
Howard,SD,miner
Rocky Ridge,UT,juab
Van Wyck,SC,lancaster
Wartburg,TN,morgan
Chester,MT,liberty
Clay City,IL,clay
Green River,UT,emery
Matinecock,NY,nassau
Riegelsville,PA,bucks
Center Hill,FL,sumter
Cleveland,NC,rowan
Illiopolis,IL,sangamon
Lockwood,MO,dade
Mackinaw City,MI,cheboygan
Mackinaw City,MI,emmet
Pleasantville,PA,venango
Waldo,FL,alachua
Blackduck,MN,beltrami
Brilliant,AL,marion
Colo,IA,story
Lecompte,LA,rapides
Readlyn,IA,bremer
Wentworth,NH,grafton
Arena,WI,iowa
Arlington,WI,columbia
Chappell,NE,deuel
Ringwood,IL,mchenry
Shoreham,MI,berrien
Emily,MN,crow wing
Landfall,MN,washington
New Summerfield,TX,cherokee
Rockwood,PA,somerset
Scribner,NE,dodge
White Lake,NC,bladen
Dunkerton,IA,black hawk
Gosport,IN,owen
Gratis,OH,preble
Essex,IL,kankakee
Philipsburg,MT,granite
Prairie City,OR,grant
Wayne,OH,wood
Clifton,ME,penobscot
Crawford,NE,dawes
Emerson,NE,dixon
Emerson,NE,thurston
Emerson,NE,dakota
Mifflintown,PA,juniata
New Madison,OH,darke
Roachdale,IN,putnam
Stoddard,WI,vernon
Utica,NE,seward
Biron,WI,wood
Browerville,MN,todd
Indian Lake,TX,cameron
Shipshewana,IN,lagrange
Elkville,IL,jackson
Henefer,UT,summit
Long Grove,IA,scott
Adairville,KY,logan
Alger,OH,hardin
Holly,CO,prowers
Oregon,MO,holt
Stonington,IL,christian
Annabella,UT,sevier
Campbellsburg,KY,henry
Mankato,KS,jewell
Ubly,MI,huron
North Bend,OH,hamilton
Savoonga,AK,nome
Shawnee Hills,OH,delaware
Coulterville,IL,randolph
Galva,KS,mcpherson
Mosses,AL,lowndes
North Hills,WV,wood
Skyline,AL,jackson
Stronghurst,IL,henderson
Graettinger,IA,palo alto
Diamond,MO,newton
Magnolia,NC,duplin
Mathiston,MS,webster
Mathiston,MS,choctaw
Millheim,PA,centre
Oakland,OK,marshall
Smithfield,PA,fayette
St Joseph,LA,tensas
Windsor,MA,berkshire
Flushing,OH,belmont
Garibaldi,OR,tillamook
Hayneville,AL,lowndes
Hopedale,IL,tazewell
Lynnville,IN,warrick
Paw Paw,IL,lee
Point Hope,AK,north slope
Schleswig,IA,crawford
Superior,MT,mineral
Alton,ME,penobscot
Bandera,TX,bandera
Bovey,MN,itasca
Chesnee,SC,spartanburg
Chesnee,SC,cherokee
Copperton,UT,salt lake
Cummington,MA,hampshire
Garrett,TX,ellis
Lake City,MI,missaukee
Lone Rock,WI,richland
Marengo,IN,crawford
Maywood Park,OR,multnomah
Rockaway Beach,MO,taney
White Plains,KY,hopkins
Interlaken,NJ,monmouth
Rivesville,WV,marion
Round Lake,NY,saratoga
Brooklin,ME,hancock
Cambridge,IA,story
Cyril,OK,caddo
Galatia,IL,saline
Faulkton,SD,faulk
Meredosia,IL,morgan
Plantation,KY,jefferson
Rural Valley,PA,armstrong
Brantley,AL,crenshaw
Emmonak,AK,kusilvak
Flemington,GA,liberty
Harmony,ME,somerset
La Grange,MO,lewis
McCammon,ID,bannock
Warren,NH,grafton
Berryville,TX,henderson
East Tawakoni,TX,rains
Eton,GA,murray
Lyons,NE,burt
Siren,WI,burnett
Arlington Heights,OH,hamilton
Benton,PA,columbia
Bremen,ME,lincoln
North Irwin,PA,westmoreland
Winthrop,IA,buchanan
Cairo,NE,hall
Cottonwood,ID,idaho
Dayton,WY,sheridan
East Bank,WV,kanawha
Moyie Springs,ID,boundary
New Salem,PA,york
Rockford,TN,blount
Sodus Point,NY,wayne
Benkelman,NE,dundy
Chester Hill,PA,clearfield
Crawford,GA,oglethorpe
Greers Ferry,AR,cleburne
Merrill,OR,klamath
Penney Farms,FL,clay
Sheffield,IL,bureau
Alcester,SD,union
Carroll,NH,coos
Coal Hill,AR,johnson
Elmwood,WI,pierce
Surry,NH,cheshire
Coldspring,TX,san jacinto
Faith,NC,rowan
Harrisville,PA,butler
Montgomery,MA,hampden
Otisville,MI,genesee
Shirley,IN,hancock
Shirley,IN,henry
Valliant,OK,mccurtain
East Brady,PA,clarion
Maysville,NC,jones
West Middlesex,PA,mercer
Cissna Park,IL,iroquois
Grant City,MO,worth
Tekoa,WA,whitman
Togiak,AK,dillingham
Allenhurst,GA,liberty
Gurley,AL,madison
Hilshire Village,TX,harris
Metcalfe,MS,washington
Parksley,VA,accomack
Roy,WA,pierce
Rushville,NE,sheridan
Stephenson,MI,menominee
Thrall,TX,williamson
Dawson,TX,navarro
Sherman,ME,aroostook
Bunker Hill,IN,miami
Peru,MA,berkshire
Summerton,SC,clarendon
Viborg,SD,turner
Weybridge,VT,addison
Candor,NC,montgomery
Eagleville,TN,rutherford
Eureka,SD,mcpherson
Pittsville,WI,wood
Roberta,GA,crawford
Sanford,MI,midland
Seligman,MO,barry
Stewartstown,NH,coos
Greenleaf,ID,canyon
Kwethluk,AK,bethel
Loami,IL,sangamon
New Milford,PA,susquehanna
Greensboro,VT,orleans
Knox,ME,waldo
Magnolia Springs,AL,baldwin
Naalehu,HI,hawaii
Newington,NH,rockingham
Old Fort,NC,mcdowell
Quapaw,OK,ottawa
Killbuck,OH,holmes
Avoca,NY,steuben
Belle Center,OH,logan
Celeste,TX,hunt
Corinne,UT,box elder
Davenport,OK,lincoln
Doniphan,NE,hall
George,WA,grant
Lilydale,MN,dakota
Oshkosh,NE,garden
Selawik,AK,northwest arctic
Stockton,MN,winona
Belle Terre,NY,suffolk
Church Hill,MD,queen anne's
Fouke,AR,miller
Pleasant Plains,IL,sangamon
Roosevelt,NJ,monmouth
Blanchardville,WI,iowa
Blanchardville,WI,lafayette
Decaturville,TN,decatur
Keysville,VA,charlotte
Lowden,IA,cedar
Milford Center,OH,union
Minersville,UT,beaver
Port Royal,PA,juniata
Curtis,NE,frontier
Fountain City,WI,buffalo
Magdalena,NM,socorro
Mount Hope,KS,sedgwick
Riceville,IA,howard
Riceville,IA,mitchell
Star,NC,montgomery
Weleetka,OK,okfuskee
White Hall,AL,lowndes
Allen,OK,hughes
Allen,OK,pontotoc
Blue Hill,NE,webster
Caspian,MI,iron
Dallas City,IL,hancock
Dallas City,IL,henderson
Kerkhoven,MN,swift
Pinesdale,MT,ravalli
Silverdale,PA,bucks
Fertile,MN,polk
Jupiter Island,FL,martin
New Holland,OH,pickaway
New Holland,OH,fayette
Patagonia,AZ,santa cruz
Hazelton,ID,jerome
Hebron,TX,denton
Hebron,TX,collin
Isle,MN,mille lacs
McKee,KY,jackson
Simsboro,LA,lincoln
Alma,KS,wabaunsee
Chevy Chase Section Three,MD,montgomery
Elsinore,UT,sevier
Grover,NC,cleveland
Ossian,IA,winneshiek
Perry,ME,washington
Pineville,MO,mcdonald
Royal Center,IN,cass
Sherwood,OH,defiance
Brunswick,MO,chariton
Concrete,WA,skagit
Croydon,NH,sullivan
Hardin,IL,calhoun
Montreal,WI,iron
New Berlin,PA,union
Shannon,IL,carroll
Spaulding,IL,sangamon
Boswell,IN,benton
Downs,KS,osborne
Humboldt,NE,richardson
Pittsburg,NH,coos
Gladbrook,IA,tama
Hollow Creek,KY,jefferson
Kimball,MN,stearns
King City,MO,gentry
Trezevant,TN,carroll
Byrdstown,TN,pickett
East Camden,AR,ouachita
La Fontaine,IN,wabash
New Haven,KY,nelson
Coffeeville,MS,yalobusha
Dugger,IN,sullivan
Santee,SC,orangeburg
St Stephen,MN,stearns
Troy,MT,lincoln
Edon,OH,williams
Elkton,MI,huron
Gaston,IN,delaware
Goshen,NH,sullivan
Halifax,PA,dauphin
Hewitt,WI,wood
Palatine Bridge,NY,montgomery
Somerville,AL,morgan
Stone Harbor,NJ,cape may
Wallowa,OR,wallowa
Autaugaville,AL,autauga
Dauphin,PA,dauphin
Waldo,ME,waldo
Walnut Springs,TX,bosque
Afton,NY,chenango
Enfield,IL,white
Gilbertville,IA,black hawk
Greenville,GA,meriwether
Harwood,ND,cass
Hebron,ND,morton
Isleton,CA,sacramento
Lake Tapawingo,MO,jackson
Middletown Springs,VT,rutland
New Milford,IL,winnebago
Osmond,NE,pierce
Parkin,AR,cross
St George,VT,chittenden
Alexis,IL,warren
Alexis,IL,mercer
Jewett,TX,leon
Plandome Manor,NY,nassau
Sycamore,OH,wyandot
Bloomsbury,NJ,hunterdon
Cimarron,NM,colfax
Forest View,IL,cook
Inkom,ID,bannock
Lamberton,MN,redwood
Montgomery,IN,daviess
Adair,IA,guthrie
Adair,IA,adair
Blue Ridge Manor,KY,jefferson
Branchville,NJ,sussex
Spearville,KS,ford
Wallace,ID,shoshone
West Bend,IA,kossuth
West Bend,IA,palo alto
Ellington,MO,reynolds
Frankford,DE,sussex
Key Colony Beach,FL,monroe
Milltown,IN,crawford
Milltown,IN,harrison
Pearl City,IL,stephenson
Royal Hawaiian Estates,HI,hawaii
Rushford Village,MN,fillmore
St Joseph,TN,lawrence
Van Buren,IN,grant
Aspermont,TX,stonewall
Garrison,TX,nacogdoches
Marion,MI,osceola
Marshallville,OH,wayne
Newton,UT,cache
Bowman,SC,orangeburg
Damascus,VA,washington
Industry,ME,franklin
Oklahoma,PA,westmoreland
Orleans,VT,orleans
Pembroke,ME,washington
Powderly,KY,muhlenberg
Cotton Valley,LA,webster
Exira,IA,audubon
Hemingford,NE,box butte
Hugo,CO,lincoln
Ridge Farm,IL,vermilion
Susan Moore,AL,blount
Teton,ID,fremont
Borden,IN,clark
Candor,NY,tioga
Escalante,UT,garfield
Melbourne,IA,marshall
Oakley,ID,cassia
Owensville,OH,clermont
West Salem,IL,edwards
Scotland,SD,bon homme
Union,CT,tolland
Witt,IL,montgomery
Coalmont,TN,grundy
Faison,NC,duplin
Gibbon,MN,sibley
Hackett,AR,sebastian
Mulga,AL,jefferson
Onamia,MN,mille lacs
Pomona Park,FL,putnam
Underwood,ND,mclean
Waverly,MO,lafayette
Argyle,WI,lafayette
Ashland,KS,clark
